,caption,date,customer,rating,transcript
337,Stunning Property, December 2018,Mr. Daniel,5.0,"<q class=""IRsGHoPm"">
 <>
  This was our first stay at an Oberoi hotel, and I chose it for its proximity to the Taj Mahal.  Before arriving, I had been a little put off by the glitz factor (fleet of Audis, etc.) because I tend to prefer historic properties with more charm and the ""aura"" of history.  Still, I was eager to see the spectacular entry fountain and the pool.  Traveling as a family of 4, with two teenage daughters, I had requested two interconnecting rooms.  Upon arrival, we were informed we had been upgraded to the suite on the top floor at northeast corner of the building.  The arrival experience was already over the top, with the welcome on the balcony with the view of the Taj.  But when they showed us the suite we were quite literally stunned.  It was magnificent.  I should also say my wife
 </>
 <>
  …
 </>
</q>"
338,Best Hotel Experience Ever, November 2018,D C,5.0,"<q class=""IRsGHoPm"">
 <>
  Only superlatives can describe our stay at the Oberoi Amarvillas! It is difficult to choose what made it most special. The welcome by the beautifully outfitted staff, the cold towel and welcome drink, the beautiful grounds and hotel…… Wait did I mention the view of the Taj Mahal from our (and every ) room?  (Ours was a Deluxe room for 2). The staff is amazing and the butler service spectacular (although we did not use this very often, when we called the response was immediate and efficient). The restaurants are beautiful and we enjoyed fabulous dinners in both the Bellevue and Esphahan, as well as drinks in the Bar/Lounge.  The hotel has a no tipping policy and the staff will not accept tips. Rather, on checkout you can add a global tip to your bill or put cash in an envelope.
 </>
 <>
  …
 </>
</q>"
339,Outstanding in every way., January 2019,GroteAppel,5.0,"<q class=""IRsGHoPm"">
 <>
  Staying at the Oberoi Amarvilas was part of a dream come true. I have wanted to visit the Taj Mahal since I was a child. And staying at the Amarvilas was just icing on the already delicious cake. We had a beautiful room with an amazing view of the Taj Mahal. Being able to observe the mausoleum in all lights of the day and night was incredible. The staff is incredibly accommodating. From Pratchi, who gave us a warm welcome and introduction to the property, to Hitesh, the manager of the restaurant, who “bent over backwards” to fulfill our wishes and desires. In general, the food was outstanding - the best combination of presentation and taste since I arrived in the country. A “bravo” to the chef, Palguna, for his expertise and artistry. The room was very comfortable, with an
 </>
 <>
  …
 </>
</q>"
340,Location & presence , January 2019,Jon-Irene,4.0,"<q class=""IRsGHoPm"">
 <>
  We had a wonderful evening here at the fine dining restaurant &amp; were given exceptional service. Choices on the menu broad but we opted for Indian &amp; were not disappointed. But - earlier in the evening we arrived at the bar to have a few drinks first. When we asked for WiFi access to check on some communications we were told we needed to purchase a voucher! We wonder what can be gained from such a petty &amp; miserly approach. We don’t think the person responsible for this policy actually understands service.
 </>
</q>"
341,Magnificent - 6 stars, January 2019,woodybill,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi Amarvilas, Agra  We stayed in some sensational hotels in India but the Oberoi Amarvilas hotel and gardens was glorious. It rivaled the Four Seasons hotel in Florence. It’s proximity to the Taj Mahal, 600m, was very convenient. The Esphahan restaurant was delicious, especially the Thali, and we enjoyed the music. Special mention to Prakash in the other restaurant. If I could give 6 stars, I would.
 </>
</q>"
342,Magical Christmas day, December 2018,Jacqui F,5.0,"<q class=""IRsGHoPm"">
 <>
  We choose to travel with the Oberoi Group during our recent holiday in India. We decided to spend Christmas day at The Oberoi Amarvilas, visiting the Taj Mahal.   Fantastic choice, the hotel was just beautiful, besides our warm welcome, Apoorva Bhaghat the Assistant Manager at the front desk was so efficient in getting us organised by organising a great guide, my hair done, she even gave me some beautiful bangles to match my Indian outfit. I felt bright as a button until I saw all the other beautifully decked out gorgeous Indian ladies and children.   Christmas at Amarvilas is just magic from the Xmas decorations, to the warm carols conducted by the staff on our return from visiting the Taj Mahal, to the lovely Xmas goodies and Mulled wine. Chef Rajiv his cooking and generosity
 </>
 <>
  …
 </>
</q>"
343,magnificent, December 2018,Sumeetbr,5.0,"<q class=""IRsGHoPm"">
 <>
  everything about the hotel oozes class..the taj views, the gardens, the pool and fountains around, the rooms, the varandas, and again, the view!! but what sets the hotel apart is service..the attention to every single need of a guest..classy personalized service without being intrusive..our room with a large terrace was amazing..the personal dinner on the balcony a unique experinece..our taj visits were superbly coordinated and executed.. the sunrise taj visit is a must do and so worth getting up early for..u have the taj practically to yourselves..
 </>
</q>"
344,"Beautiful hotel, awful treatment", January 2019,TerpAlum2002,1.0,"<q class=""IRsGHoPm"">
 <>
  Let me start this review by saying that the Amarvilas is an absolutely beautiful location with one of the most spectacular views in the world.  The complaints from other uses regarding the lower floors are overstated, as I stayed in a first floor room and had a perfectly decent view of the Taj Mahal.  Were it not for the completely unacceptable behavior of the staff, this would have been a five star review.    Secondly, all of the chauffeur staff I encountered (Ajay from Delhi and Suresh from Agra) were outstandingly polite, professional and accommodating.  They deserve five stars and my overall rating has nothing to do with their exemplary service.  Third, the restaurant and room service were outstanding, as was the staff in the restaurant.    However, the staff at the hotel
 </>
 <>
  …
 </>
</q>"
345,Gorgeous View of Taj, January 2019,noname218,5.0,"<q class=""IRsGHoPm"">
 <>
  We only stayed here one night but had a great experience.  The hotel has a perfect view of the taj and it is about a 10min walk from it also.  We loved the service and restaurants.  They have a bit of all types of cuisines.
 </>
</q>"
346,"Spectacular views, beautiful hotel, top notch service", December 2018,andrea121868,5.0,"<q class=""IRsGHoPm"">
 <>
  An ideal setting with unparalleled views of the Taj Mahal from every room. Absolutely gorgeous grounds with a beautiful pool and gardens. Delicious meals, topped only by the superb staff! This is THE place to stay in Agra!
 </>
</q>"
347,Romantic, December 2018,eduldaver,5.0,"<q class=""IRsGHoPm"">
 <>
  All rooms view the Taj and it's changing features from dawn to dusk. View the nightly entertainment from the balcony and/or enjoy a private dinner. Well appointed rooms with beautiful grounds. One of the most romantic hotels in the world
 </>
</q>"
348,Amazing views of the Taj Mahal, December 2018,G25P,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel was fantastic, we stayed for only one night but were welcomed and treated as though we were long lost friends. The room was large and had a good view of the Taj Mahal. All the staff were friendly and accommodating. Nothing was too much trouble. Breakfast was fantastic and had a large selection of foods. The staff could not do enough for us, carrying bags to rooms and coming to take them off us when we were leaving without being asked.
 </>
</q>"
349,"Personalized care, top-notch service and a fabulous property", December 2018,Sai Kiran Kumar,5.0,"<q class=""IRsGHoPm"">
 <>
  It was my wife's 40th birthday and the team at Oberoi Amarvilas took exceptional care of us. I normally don't write reviews, but the staff, the property and the experience they provided meant a lot to us. A huge thank you to Apoorva Bhagat from the front office, our room service folks (sincere apologies for forgetting their names) and the restaurant managers.  I'm not going to go into the details of what they did for us as it was personal. But they went over and beyond, learnt our preferences and outdid our expectations. There were surprises, didn't forget a thing and showed genuine care. They have a great thing going at the Oberoi Amarvilas and I can't recommend it enough. Thank you again for the great experience.
 </>
</q>"
350,India, December 2018,RobGuala,5.0,"<q class=""IRsGHoPm"">
 <>
  Great hotel with a view on magnificent Taj Mahal! Amazing and friendly staff, very good food. Excellent for family holidays. You can walk to Taj Mahal and this is extraordinary. It is a place to go! Enjoy
 </>
</q>"
351,Dinner at Amarvilas - Exquisite !, December 2018,"Sunil Nigam, London, UK",5.0,"<q class=""IRsGHoPm"">
 <>
  It was a breath-taking experience.  The staff all smartly turned out, very professional and courteous.    The went out of their way to help and make sure that the food we wanted was made available.    After an enchanting dinner a young chef, by the surname “Ranade”, gave us a tour of the kitchen and introduced to many of the people who worked there.  It was amazing.  Will go back and stay there next time.
 </>
</q>"
