,caption,date,customer,rating,transcript
315,Excellent Place to Stay & watch the Wonder of the World, January 2020,KS Shivanand,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel and their staff is a benchmark for the hospitality. rooms were absolute class and very close to the Taj, very friendly staff who take care of the minutest details to make one comfortable. Ankit Manocha is person who knows his job, staff and more importantly proactively understands the needs of his customers. Thanks again. The restaurants offer the widest cuisine and very tasty. Any support in terms of Cars, guides are available and well taken care off.
 </>
</q>"
316,Date with Mughal Hospitality, December 2019,bvakul,5.0,"<q class=""IRsGHoPm"">
 <>
  This was a family trip with a intend to create some good memories..and We did had a stay of lifetime!. Entire team led by Ankit Manocha made sure that we were treated like royals right from the moment we checked in. The room, welcome bottle of Wine, Sumptuous dinner at Peshawari.. list is endless. I strongly recomend this place if any one wants to experience the truth meaning of Warm and Signature ITC Hospitality.
 </>
</q>"
317,Absolute Treasure of comfort and amazing services, February 2020,SK19751811,5.0,"<q class=""IRsGHoPm"">
 <>
  Great luxury experience similar like a home away from home.   I am a grt fan of ITC hotels as the staff is courtesies, supportive, recognise with your name and more over walk an extra mile to support you with Luxury.  At ITC Mughal starting from front desk officials till the property GM, there is only one mantra ""Customer Delight"".  The Service is outstanding and we loved our stay at the ITC Mughal. The experience is completely outstanding and whenever I'm traveling and staying @ ITC, my family knows that I'm going to my 2nd home.  Kuddos to the entire team of ITC Mughal and keep the spirits high.  Special thanks to Mr Ankit Manocha.
 </>
</q>"
318,"ITC Mughal, Agra is hone to Excellent service, super hospitality & Delectable Food!!", March 2020,Rajiv Saxena,5.0,"<q class=""IRsGHoPm"">
 <>
  ITC Mughal, Agra is hone to Excellent service, super hospitality &amp; Delectable Food!! We enjoyed our stay as we were pampered enough starting from checkin to checkout, be it reception, restaurants and at other areas. Surprisingly, each one addressed us by our names and looked after us so well that it’s difficult to describe in words. Our experience of dining at Peshawari &amp; a drink at Bar was worth spending time and money. Looking forward to return soon!!
 </>
</q>"
319,ITC Mughal Amazing Stay, January 2020,Rahul J,5.0,"<q class=""IRsGHoPm"">
 <>
  A frequent traveler to ITC Hotels. ITC Mughal are my favourite  places to unwind as coming here makes me feel like being at home. Food is also very amazing here.Executives &amp; Managers are so courteous and prompt to take care and understand your needs, how ever small they could be. people like Ajay Dass are a perfect example of this. I wish ITC all the best.
 </>
</q>"
320,Lovely Stay, December 2019,Getaway144683,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at ITC Mughal for a night. The hotel is in a fantastic location with lots of amenities around. The Taj is also pretty close. The rooms are very well maintained. The food at Peshawari is brilliant. The staff is very courteous and helpful. I would highly recommend the hotel for a weekend getaway.  We have previously attended weddings here, the functions are usually very well organised and there is eye for detail. Always a pleasure to go back there.
 </>
</q>"
321,Highly recommend to others, March 2020,Gurpreet Uppal,5.0,"<q class=""IRsGHoPm"">
 <>
  My second Home Phenomenal service standards, exceptional food and most comfortable room keeps encouraging me to go back to ITC Mughal. Everybody recognizes and welcomes me and my family which is the best feeling. Special mention about the people working at the Front Desk and Bar. Their positivity in handling all guests with exceptional experience makes me very happy.
 </>
</q>"
322,About, December 2019,Priyanka S,5.0,"<q class=""IRsGHoPm"">
 <>
  The rooms are very nice, the staff is co-ordial and helpful. Mohita was very helpful at the desk and she also suggested to dine at Peshawari. We loved the food and it was delicious! We needed a late checkout and the process was carried smoothly. Definitely look forward to visit again!
 </>
</q>"
323,Feels like home - Super Hospitality, December 2019,S2Boro,5.0,"<q class=""IRsGHoPm"">
 <>
  Our experience at the Mughal has always been fabulous. The hotel is beautiful, spread out and has great rooms. Would like to mention the Front Desk department specially. The hospitality and efficiency here is always one to look forward to. Smiling faces and genuinely friendly staff is refreshing. Special shoutout to Ankit for making our stay memorable - we not only come back for the product but for people like him! Thank you guys for another wonderful stay and would definitely come back soon
 </>
</q>"
324,Fingerlicious, August 2020,The Traveller,5.0,"<q class=""IRsGHoPm"">
 <>
  I ordered the gourmet couch food from take away, all I have to say is, the wait to have the old Mughal food after ages was fruitful. Same taste, great packaging and precautions taken and ofcourse same love from all the staff members.  I wish the restaurants open up soon now.❤️
 </>
</q>"
325,A Royal Stay !!!, February 2020,Dipanshu_goyal,5.0,"<q class=""IRsGHoPm"">
 <>
  My stay at ITC Mughal Agra was simply fantastic. It was luxurious and a very comfy two night stay for me. From the beautiful architecture to a spectacular facade, the hotel has so many little things that make you long for more.. The hotel is inspired from Mughal architecture, making it  a unique and a classy place to stay.   I stayed at Royal Suite and had the most wonderful time.  If you don’t want to go out then you can simply stay in the hotel and relax for couple of days. The hotel itself has a lot to offer like Jharokha-e-Taz on the rooftop, which is a grand observatory from where you can see Taj Mahal.  They have an excellent spa and ‘Royal Mughal Hamam’ is a unique feature of this hotel which you will not find anywhere.  The staff here is excellent, humble , helpful and
 </>
 <>
  …
 </>
</q>"
326,Home tasting , July 2020,kavya pachori,5.0,"<q class=""IRsGHoPm"">
 <>
  @agrafoodsters is back with an amazing home tasting and this time it was from the one nd only @itchotels 'Gourmet Couch' first of all thankyou soo much for such an amazing food . ❤️  Due to this covid situation gourmet couch is delivering world class luxury experience which addresses the needs of wellbeing and safety through responsible practices which are in Harmony with the environment and society.   The WeAssure programme is ITC Hotels' commitment towards health, hygiene and safety, designed in collaboration with medical professionals and disinfection experts to further enhance the existing hygiene and cleaning protocols. ☺️❤️  Some mouthwatering dishes in frame are-  Daal bukhara ❤️ Subz biryani❤️ Paneer tikka❤️ Gulab jamun ❤️ Onion kulcha❤️ Pudina partha❤️ Along with salad
 </>
 <>
  …
 </>
</q>"
327,Luxury, March 2020,William,5.0,"<q class=""IRsGHoPm"">
 <>
  Excellent staff make one welcome and feel at ease.  No problem checking in early and checking out late. Good value for money in this superb hotel. Good restaurant and Breakfast included.  Well sited for the Taj Mahal.
 </>
</q>"
328,For that Royal feeling!, February 2020,Upendra Swami,5.0,"<q class=""IRsGHoPm"">
 <>
  It isn't always that you get to stay in a luxury hotel like this. This hotel has got all that feeling that you wish for in a luxurious stay. Beyond that, it also makes you feel that you are at a special place, one of its kind. It takes you back to the history of the city and the Taj Mahal. Its architecture, ambience, interiors, decor- all remind of you the heritage that this city belongs to. Excellent personalised services, courteous staff, amazing food (its Peshawri restaurant is India's top restaurant), green spaces, pathways makes it a destination in itself rather than just a hotel. Never at any point the comfort is compromised. It was my third stay here and it has always been among the best experiences that I had stay around the world. Rooms, common places, lobbies- all are
 </>
 <>
  …
 </>
</q>"
329,Good position for visiting Taj Mahal, March 2020,206JAM123,5.0,"<q class=""IRsGHoPm"">
 <>
  On our recent visit to India we gave Delhi stay a miss and were taken straight by car to this hotel. About a four hour drive after an 8 hour flight and were received with great courtesy. The rooms in the Mughal Chambers were very nice with good outlooks and had tea and coffee facilities.   We visited the Taj Mahal in the afternoon which was only a short drive from the Hotel.  In the evening we had a meal at the hotel which was very tasty and reasonable price.  Breakfast the next morning was also very good before we left to travel to Jaipur.
 </>
</q>"
330,Inbound Group from Holiday Freakers, February 2020,Holiday Freakers,4.0,"<q class=""IRsGHoPm"">
 <>
  We would like to thank entire ITC Mughal, Agra team for their support and efforts for our group's stay in their hotel from 7/9 Feb 2020.. Special thanks to Ankit and Bhavya for their continued assistance to us during the entire stay of our group. Wishing a great success to you all in the future and good luck...
 </>
</q>"
