,caption,date,customer,rating,transcript
340,Very grand rooms, June 2016,RS-Abz,5.0,"<q class=""IRsGHoPm"">
 <>
  Very good stay. The buffet breakfast &amp; dinner were great. Nice location and the other amenities were top good. Good value for the price. The room looked bit old but was very grand, neat, tidy &amp; comfortable. Very traditional courtyard kind hotel.
 </>
</q>"
341,Lovely old style hotel. Amazing rooms!, March 2017,Sarah B,5.0,"<q class=""IRsGHoPm"">
 <>
  A lovely hotel with incredibly friendly staff.  Beautiful rooms and a fabulous pool.  A much welcome oasis in the heart of Agra.  We loved our stay here. The restaurant is lovely and the buffet is definitely recommended. The vegetable curries are fantastic. Great breakfast too.
 </>
</q>"
342,Good and quiet, May 2017,Minoutaiwan,4.0,"<q class=""IRsGHoPm"">
 <>
  You will get what you expect in this hotel, the charm of the past, a quiet environment in this noisy city, excellent restaurant and service. The deluxe rooms are very attractive. A reasonable distance from the Taj
 </>
</q>"
343,Great Stay !! Value for money, April 2017,Monika S,5.0,"<q class=""IRsGHoPm"">
 <>
  n the city of Taj Mahal,this 100 year old Heritage Hotel designed in colonial style is a beauty in itself and a much relief in changing moods of the scorching summer heat!! Nicely done interiors complimenting the Heritage in every bit .The best part came up with its friendly birds,monkeys and squirrels all in the neighbourhood  :D. Ofcourse not to forget their hospitality and the awesome food they serve .The spa facilities are fairly priced.The food is really delicious. and the Hygiene nd service are well upto the mark. If u visit this city adorned by the blessings of Khwaja Salim Chisti and Tajmahal,staying at this grandeur and enjoying the beauty of this Heritage in its living Transcends you to a completely different era!!! Also visited by Dr Rajendra Prasad and Jawaharlal
 </>
 <>
  …
 </>
</q>"
344,The hotel that time forgot, April 2017,lauraanne247,4.0,"<q class=""IRsGHoPm"">
 <>
  You can tell that this was once a spectacular hotel, however as with most places it's perhaps a shadow of its former self. Our rooms were fine, the restaurant was ok and for the price you can't complain.  The pool area was well kept and the hotel/restaurant staff were sometimes a little too attentive though it may have been because the hotel was quiet.  They ran out of gin while we were here...
 </>
</q>"
345,very nice, April 2017,Ambra C,4.0,"<q class=""IRsGHoPm"">
 <>
  the hotel overall is very nice. thought I would recommend (while at dinner) make sure that they understand your order, some mistakes can occur... the pool area is very nice and comfortable but the seats and the floor could be cleaned a little more. the staff anyhow is super nice, always there to help! a very aesthetically pleasing hotel!
 </>
</q>"
346,Hotel in need of maintenance , April 2017,Lemming91,1.0,"<q class=""IRsGHoPm"">
 <>
  We booked this hotel thinking we got a good deal on a heritage style stay. The hotel is old, but is in need of maintenance.   Good things about the place: - Staff gave us a warm welcome, and quickly arranged a room when we arrived early. - Close location to the train station and tourist spots like the Taj Mahal - Staff were helpful arranging a car to take us around a few monuments (for a fee) - The food was adequate (but overpriced). We had a decent curry but the pizza was premade and cooked from frozen.  - per night per person it was cheap  Bad things: - the bedroom had damp in the walls and air conditioning unit, adjacent to the bathroom - the bath leaked onto the floor.  - the soft furnishings had signs of going mouldy - towels and linen were marked and going grey; the
 </>
 <>
  …
 </>
</q>"
347,over priced rooms!, April 2017,shihabudeenh,3.0,"<q class=""IRsGHoPm"">
 <>
  exterior, lobby and reception were well maintained but room and bathroom were really old. seems like no maintenance at all. we could not sleep well due to the rough smell inside the room throughout the day. lighting inside the room and toilet is really poor. overall not worth the price they are charging. need lot of renovation in rooms maintaining that classic furnitures.
 </>
</q>"
348,Better than many reviewers, February 2017,John H,4.0,"<q class=""IRsGHoPm"">
 <>
  We booked with some trepidation after some of the negative reviewers talked about musty bathrooms, old plumbing, dark rooms, insects etc.  But our ground floor room was fine.  The restaurant was pleasant surprise: by avoiding the buffet and going for a shared main course from the a la carte, we had a great meal at good value.  Watch out for the pricing of cars, and the tuktuks outside the hotel.  Best negotiate hard or find someone near the more touristy spots.  Overall a good hotel with great grounds, nice pool, and good rooms.
 </>
</q>"
349,An imperial hotel, April 2017,Thierry V,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a colonial hotel with spacious rooms and a relaxing garden in the heart of a noisy and hectic city. The staff is available and attentive and the restaurant offers typical dishes tasty and quality.
 </>
</q>"
350,Rajasthani jaipur style rajputana, April 2017,Dhruv Sachdeva,3.0,"<q class=""IRsGHoPm"">
 <>
  Hotel location is in the middle of city whereas most of the big hotels are in the starting . Hotels rooms were big we stayed in emperor Chandragupta.Hotel has small nice pool where you can relax but it closes at 7 pm.Hotel doesn't have gym facilities. Place to relax as hotel ambience is silent and not much noise and people to see as we see in general hotel.
 </>
</q>"
351,Rejuvenating Experience, April 2017,Sahaya R,5.0,"<q class=""IRsGHoPm"">
 <>
  It is one of the oldest Heritage property where once can indulge in oneself. Large room with huge beds -- old royal style rooms, high ceilings, tastefully designed and gives a warm and cosy feeling. It takes you to the old British style of living....slow life...tea in the garden on a swing or couched in bamboo chairs, a swim and a sumptous meal.  We had a very pleasant stay with very courteous staff and caring front office. Enjoyed the stay...
 </>
</q>"
352,Oasis of tranquility and great service, April 2017,Laura P,4.0,"<q class=""IRsGHoPm"">
 <>
  lovely old colonial style hotel with spacious gardens as well as spacious rooms. The staff are extremely helpful - and kindly up-graded us for free on our last night. The entire place has a feel of stepping backing in time, with grand decor. Plentiful buffet breakfast and there is also a restaurant (slightly on pricey side). nice garden for relaxing in though we think it might be difficult for the staff to keep the pool clean (we got in, to no apparent ill-effect!). overall, a great place to stay which we would recommend. Definitely value for money - much better than we had expected.
 </>
</q>"
353,Classic with pool, March 2017,pjsv,4.0,"<q class=""IRsGHoPm"">
 <>
  The Grand Imperial has a very classic style. We stayed in a beautiful big room with lots of interesting details. Including the old fashioned British style bathroom fittings. You felt you had been teleported back to the times of the British Raj. Anyway, the hotel also has a good restaurant and a nice pool area. Staff was very friendly and helpful, including the tuk-tuk driver that waits outside and can take you to the Taj or on a sightseeing tour.
 </>
</q>"
354,Nice location for visits to the Taj Mahal, March 2017,ip0rter,4.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at the Grand Imperial for one night while visiting the Taj Mahal.  The Grand Imperial is a beautiful colonial hotel with a wonderful atmosphere. The rooms are large and clean, and the staff is very friendly and welcoming. The restaurant has a good combination between a la carte and buffet, and the food is delicious.  The grounds are impeccable and provide a nice, quiet oasis away from the hustle and bustle of Agra.
 </>
</q>"
355,Beautiful Grounds, April 2017,Robyn2453,4.0,"<q class=""IRsGHoPm"">
 <>
  My daughter and I stayed here for 2nights and really enjoyed our stay. We were welcomed on arrival with garlands . The staff were very friendly and helpful and the service was excellent. Room was large and clean and opened directly to pool which was a lovely touch.  We ate in the dining room one night and the service was exceptional,the menu extensive and the food very good.
 </>
</q>"
